ID,Fecha,tipo_de_violencia_fisica,tipo_de_violencia_psicologica,tipo_de_violencia_sexual,tipo_de_violencia_economica_y_patrimonial,tipo_de_violencia_simbolica,tipo_de_violencia_domestica,modalidad_de_violencia_institucional,modalidad_de_violencia_laboral,modalidad_violencia_contra_libertad_reproductiva,modalidad_de_violencia_obstetrica,modalidad_de_violencia_mediatica,modalidad_de_violencia_otras
2022000001,2022-01-01,Si,Si,No,No,No,Si,No,No,No,No,No,No
2022000002,2022-01-01,Si,Si,No,No,No,Si,No,No,No,No,No,No
2022000003,2022-01-01,Si,Si,No,Si,No,Si,No,No,No,No,No,No
2022000004,2022-01-01,Si,Si,No,No,No,Si,No,No,No,No,No,No
2022000005,2022-01-01,Si,Si,No,No,No,Si,No,No,No,No,No,No
2022000006,2022-01-01,Si,Si,No,No,No,Si,No,No,No,No,No,No
2022000007,2022-01-01,Si,Si,No,No,Si,Si,No,No,No,No,No,No
2022000008,2022-01-01,Si,Si,No,No,No,Si,No,No,No,No,No,No
2022000009,2022-01-01,Si,Si,No,Si,Si,Si,No,No,No,No,No,No
2022000010,2022-01-01,Si,Si,Si,No,No,No,No,No,No,No,No,No
2022000011,2022-01-01,Si,Si,No,Si,Si,Si,No,No,No,No,No,No
2022000012,2022-01-01,Si,Si,No,Si,No,Si,No,No,No,No,No,No
2022000013,2022-01-01,Si,Si,No,No,No,Si,No,No,No,No,No,No
2022000014,2022-01-01,Si,Si,No,No,No,Si,No,No,No,No,No,No
2022000015,2022-01-01,No,Si,No,Si,No,Si,No,No,No,No,No,No
2022000016,2022-01-01,Si,Si,No,Si,No,Si,No,No,No,No,No,No
2022000017,2022-01-01,Si,Si,No,No,No,Si,No,No,No,No,No,No
2022000018,2022-01-01,Si,Si,No,No,No,Si,No,No,No,No,No,No
2022000019,2022-01-01,Si,Si,No,Si,No,Si,No,No,No,No,No,No
2022000020,2022-01-01,Si,Si,No,No,No,Si,No,No,No,No,No,No
2022000021,2022-01-01,Si,Si,No,No,No,Si,No,No,No,No,No,No
2022000022,2022-01-01,Si,Si,No,Si,No,Si,No,No,No,No,No,No
2022000023,2022-01-01,Si,Si,No,Si,No,Si,No,No,No,No,No,No
2022000024,2022-01-01,No,Si,No,No,No,Si,No,No,No,No,No,No
2022000025,2022-01-01,Si,Si,No,Si,No,Si,No,No,No,No,No,No
2022000026,2022-01-01,Si,Si,No,Si,No,Si,No,No,No,No,No,No
2022000027,2022-01-01,Si,Si,No,Si,Si,Si,No,No,No,No,No,No
2022000028,2022-01-01,Si,Si,Si,Si,No,Si,No,No,No,No,No,No
2022000029,2022-01-01,Si,Si,No,No,No,Si,No,No,No,No,No,No
2022000030,2022-01-01,Si,Si,Si,No,No,Si,No,No,No,No,No,No
2022000031,2022-01-01,Si,Si,No,No,No,Si,No,No,No,No,No,No
2022000032,2022-01-01,Si,Si,No,No,Si,Si,No,No,No,No,No,No
2022000033,2022-01-01,Si,Si,No,Si,No,Si,No,No,No,No,No,No
2022000034,2022-01-01,Si,Si,No,Si,No,Si,No,No,No,No,No,No
2022000035,2022-01-01,Si,Si,No,No,Si,No,No,Si,No,No,No,No
2022000036,2022-01-01,Si,Si,No,Si,No,Si,No,No,No,No,No,No
2022000037,2022-01-01,Si,Si,No,Si,No,Si,No,No,No,No,No,No
2022000038,2022-01-01,Si,Si,No,No,No,Si,No,No,No,No,No,No
2022000039,2022-01-01,Si,Si,Si,Si,No,Si,No,No,No,No,No,No
2022000040,2022-01-01,Si,Si,No,No,No,Si,No,No,No,No,No,No
2022000041,2022-01-01,Si,Si,No,No,No,Si,No,No,No,No,No,No
2022000042,2022-01-01,No,Si,No,Si,No,Si,No,No,No,No,No,No
2022000043,2022-01-01,No,Si,No,Si,No,Si,No,No,No,No,No,No
2022000044,2022-01-01,Si,Si,No,Si,No,Si,No,No,No,No,No,No
2022000045,2022-01-01,Si,Si,No,Si,No,Si,No,No,No,No,No,No
2022000046,2022-01-01,Si,Si,No,Si,No,Si,No,No,No,No,No,No
2022000047,2022-01-01,Si,Si,No,Si,Si,Si,No,No,No,No,No,No
2022000048,2022-01-01,Si,Si,No,No,No,Si,No,No,No,No,No,No
2022000049,2022-01-01,No,Si,Si,Si,Si,Si,No,No,No,No,No,No
2022000050,2022-01-01,Si,Si,No,No,Si,Si,No,No,No,No,No,No
2022000051,2022-01-01,Si,Si,No,No,No,Si,No,No,No,No,No,No
2022000052,2022-01-01,No,Si,No,No,No,Si,No,No,No,No,No,No
2022000053,2022-01-01,No,Si,No,No,Si,Si,No,No,No,No,No,No
2022000054,2022-01-01,Si,Si,No,No,Si,Si,No,No,No,No,No,No
2022000055,2022-01-01,Si,Si,No,Si,No,Si,No,No,No,No,No,No
2022000056,2022-01-01,No,Si,No,No,No,Si,No,No,No,No,No,No
2022000057,2022-01-01,Si,Si,No,No,No,Si,No,No,No,No,No,No
2022000058,2022-01-01,No,Si,No,No,No,Si,No,No,No,No,No,No
2022000059,2022-01-01,No,Si,No,No,No,Si,No,No,No,No,No,No
2022000060,2022-01-01,Si,Si,No,Si,No,Si,No,No,No,No,No,No
2022000061,2022-01-01,No,Si,No,No,No,Si,No,No,No,No,No,No
2022000062,2022-01-01,Si,Si,No,No,No,Si,No,No,No,No,No,No
2022000063,2022-01-01,No,Si,No,No,No,Si,No,No,No,No,No,No
2022000064,2022-01-02,No,Si,No,No,No,Si,No,No,No,No,No,No
2022000065,2022-01-02,Si,Si,No,No,No,Si,No,No,No,No,No,No
2022000066,2022-01-02,Si,Si,No,No,No,Si,No,No,No,No,No,No
2022000067,2022-01-02,Si,Si,No,No,No,Si,No,No,No,No,No,No
2022000068,2022-01-02,Si,Si,No,No,No,Si,No,No,No,No,No,No
2022000069,2022-01-02,Si,Si,Si,Si,Si,Si,No,No,No,No,No,No
2022000070,2022-01-02,Si,Si,No,No,No,Si,No,No,No,No,No,No
2022000071,2022-01-02,Si,Si,No,Si,No,Si,No,No,No,No,No,No
2022000072,2022-01-02,Si,Si,No,No,No,Si,No,No,No,No,No,No
2022000073,2022-01-02,No,Si,No,No,No,Si,No,No,No,No,No,No
2022000074,2022-01-02,Si,Si,No,No,No,Si,No,No,No,No,No,No
2022000075,2022-01-02,No,Si,No,Si,No,Si,No,No,No,No,No,No
2022000076,2022-01-02,Si,Si,No,No,No,Si,No,No,No,No,No,No
2022000077,2022-01-02,No,Si,No,No,Si,Si,No,No,No,No,No,No
2022000078,2022-01-02,Si,Si,No,Si,No,Si,No,No,No,No,No,No
2022000079,2022-01-02,No,Si,No,Si,No,Si,No,No,No,No,No,No
2022000080,2022-01-02,No,Si,No,No,Si,No,No,No,No,No,No,No
2022000081,2022-01-02,No,Si,No,No,Si,Si,No,No,No,No,No,No
2022000082,2022-01-02,Si,Si,No,No,No,Si,No,No,No,No,No,No
2022000083,2022-01-02,Si,Si,No,No,No,Si,No,No,No,No,No,No
2022000084,2022-01-02,Si,Si,No,No,No,Si,No,No,No,No,No,No
2022000085,2022-01-02,Si,Si,No,No,No,Si,No,No,No,No,No,No
2022000086,2022-01-02,No,Si,No,Si,No,Si,No,No,No,No,No,No
2022000087,2022-01-02,Si,Si,No,Si,No,Si,No,No,No,No,No,No
2022000088,2022-01-02,Si,Si,Si,No,Si,Si,No,No,No,No,No,No
2022000089,2022-01-02,Si,Si,No,No,No,Si,No,No,No,No,No,No
2022000090,2022-01-02,Si,Si,No,No,No,Si,No,No,No,No,No,No
2022000091,2022-01-02,No,Si,No,No,Si,Si,No,No,No,No,No,No
2022000092,2022-01-02,Si,Si,No,No,No,Si,No,No,No,No,No,No
2022000093,2022-01-02,Si,Si,No,No,No,Si,No,No,No,No,No,No
2022000094,2022-01-02,Si,Si,No,Si,No,Si,No,No,No,No,No,No
2022000095,2022-01-02,Si,Si,No,Si,No,Si,No,No,No,No,No,No
2022000096,2022-01-02,Si,Si,No,Si,No,Si,No,No,No,No,No,No
2022000097,2022-01-02,Si,Si,No,Si,No,Si,No,No,No,No,No,No
2022000098,2022-01-02,Si,Si,Si,Si,No,Si,No,No,No,No,No,No
2022000099,2022-01-02,Si,Si,No,Si,No,Si,No,No,No,No,No,No
2022000100,2022-01-02,Si,Si,No,Si,No,Si,No,No,No,No,No,No
2022000101,2022-01-02,Si,Si,No,Si,No,Si,No,No,No,No,No,No
2022000102,2022-01-02,Si,Si,No,No,No,Si,No,No,No,No,No,No
2022000103,2022-01-02,Si,Si,Si,No,No,Si,No,No,No,No,No,No
2022000104,2022-01-02,Si,Si,No,No,Si,Si,No,No,No,No,No,No
2022000105,2022-01-02,Si,Si,No,No,No,Si,No,No,No,No,No,No
2022000106,2022-01-02,No,Si,No,No,Si,Si,No,No,No,No,No,No
2022000107,2022-01-02,No,Si,No,No,Si,Si,No,No,No,No,No,No
2022000108,2022-01-02,No,Si,No,Si,Si,Si,No,No,No,No,No,No
2022000109,2022-01-02,Si,Si,Si,Si,Si,Si,No,No,No,No,No,No
2022000110,2022-01-02,No,Si,No,No,Si,Si,No,No,No,No,No,No
2022000111,2022-01-02,Si,Si,No,No,Si,Si,No,No,No,No,No,No
2022000112,2022-01-02,Si,Si,No,Si,Si,Si,No,No,No,No,No,No
2022000113,2022-01-02,No,Si,No,Si,Si,Si,Si,No,No,No,No,No
2022000114,2022-01-02,Si,Si,No,Si,Si,Si,No,No,No,No,No,No
2022000115,2022-01-02,No,Si,No,Si,Si,Si,No,No,No,No,No,No
2022000116,2022-01-02,Si,Si,No,Si,Si,Si,No,No,No,No,No,No
2022000117,2022-01-02,Si,Si,Si,No,No,Si,No,No,No,No,No,No
2022000118,2022-01-02,Si,No,No,No,No,Si,No,No,No,No,No,No
2022000119,2022-01-02,Si,Si,No,No,No,Si,No,No,No,No,No,No
2022000120,2022-01-02,Si,Si,No,No,No,Si,No,No,No,No,No,No
2022000121,2022-01-02,Si,Si,No,No,No,Si,No,No,No,No,No,No
2022000122,2022-01-02,Si,Si,No,Si,Si,Si,No,No,No,No,No,No
2022000123,2022-01-02,Si,Si,No,Si,No,Si,No,No,No,No,No,No
2022000124,2022-01-02,Si,Si,No,No,No,Si,No,No,No,No,No,No
2022000125,2022-01-02,No,Si,No,Si,No,Si,No,No,No,No,No,No
2022000126,2022-01-02,Si,Si,No,No,No,Si,No,No,No,No,No,No
2022000127,2022-01-02,No,Si,No,No,No,Si,No,No,No,No,No,No
2022000128,2022-01-02,Si,Si,No,No,No,Si,No,No,No,No,No,No
2022000129,2022-01-02,No,Si,No,Si,No,Si,No,No,No,No,No,No
2022000130,2022-01-02,No,Si,Si,Si,No,Si,No,No,No,No,No,No
2022000131,2022-01-02,Si,Si,No,No,No,Si,No,No,No,No,No,No
2022000132,2022-01-02,No,No,No,No,Si,Si,No,No,No,No,No,No
2022000133,2022-01-03,Si,Si,No,No,No,Si,No,No,No,No,No,No
2022000134,2022-01-03,Si,Si,No,No,No,Si,No,No,No,No,No,No
2022000135,2022-01-03,Si,Si,No,Si,No,Si,No,No,No,No,No,No
2022000136,2022-01-03,Si,Si,No,No,No,Si,No,No,No,No,No,No
2022000137,2022-01-03,Si,Si,Si,No,No,Si,No,No,No,No,No,No
2022000138,2022-01-03,Si,Si,No,No,No,Si,No,No,No,No,No,No
2022000139,2022-01-03,No,Si,No,No,No,Si,No,No,No,No,No,No
2022000140,2022-01-03,No,Si,No,No,No,Si,No,No,No,No,No,No
2022000141,2022-01-03,No,Si,No,Si,No,Si,No,No,No,No,No,No
2022000142,2022-01-03,Si,Si,Si,No,No,Si,No,No,No,No,No,No
2022000143,2022-01-03,Si,Si,No,No,No,Si,No,No,No,No,No,No
2022000144,2022-01-03,Si,Si,No,No,No,Si,No,No,No,No,No,No
2022000145,2022-01-03,No,No,No,Si,No,Si,No,No,No,No,No,No
2022000146,2022-01-03,Si,Si,No,Si,No,Si,No,No,No,No,No,No
2022000147,2022-01-03,Si,Si,No,Si,No,Si,No,No,No,No,No,No
2022000148,2022-01-03,Si,Si,No,Si,No,Si,No,No,No,No,No,No
2022000149,2022-01-03,Si,Si,No,No,No,Si,No,No,No,No,No,No
2022000150,2022-01-03,Si,Si,No,No,No,Si,No,No,No,No,No,No
2022000151,2022-01-03,Si,Si,No,Si,No,Si,No,No,No,No,No,No
2022000152,2022-01-03,No,Si,No,Si,No,Si,No,No,No,No,No,No
2022000153,2022-01-03,Si,Si,No,No,No,Si,No,No,No,No,No,No
2022000154,2022-01-03,Si,Si,No,Si,No,Si,No,No,No,No,No,No
2022000155,2022-01-03,No,Si,No,No,No,Si,No,No,No,No,No,No
2022000156,2022-01-03,Si,Si,No,Si,No,Si,No,No,No,No,No,No
2022000157,2022-01-03,Si,Si,No,No,No,Si,No,No,No,No,No,No
2022000158,2022-01-03,No,No,No,No,Si,No,No,No,No,No,No,No
2022000159,2022-01-03,No,Si,No,Si,No,Si,No,No,No,No,No,No
2022000160,2022-01-03,No,Si,No,No,No,No,No,No,No,No,No,No
2022000161,2022-01-03,No,Si,No,Si,No,Si,No,No,No,No,No,No
2022000162,2022-01-03,Si,Si,No,No,No,Si,No,No,No,No,No,No
2022000163,2022-01-03,Si,Si,No,No,No,Si,No,No,No,No,No,No
2022000164,2022-01-03,Si,Si,No,No,No,Si,No,No,No,No,No,No
2022000165,2022-01-03,Si,Si,No,Si,No,Si,No,No,No,No,No,No
2022000166,2022-01-03,No,Si,No,No,Si,Si,No,No,No,No,No,No
2022000167,2022-01-03,No,No,No,No,No,Si,No,No,No,No,No,No
2022000168,2022-01-03,Si,Si,No,No,No,Si,No,No,No,No,No,No
2022000169,2022-01-03,No,No,No,No,No,Si,No,No,No,No,No,No
2022000170,2022-01-03,Si,Si,No,Si,Si,Si,No,No,No,No,No,No
2022000171,2022-01-03,Si,Si,No,No,No,Si,No,No,No,No,No,No
2022000172,2022-01-03,Si,Si,Si,No,Si,Si,No,No,No,No,No,No
2022000173,2022-01-03,No,Si,No,No,Si,Si,No,No,No,No,No,No
2022000174,2022-01-03,No,Si,No,Si,Si,No,No,No,No,No,No,No
2022000175,2022-01-03,Si,Si,No,No,No,Si,No,No,No,No,No,No
2022000176,2022-01-03,Si,Si,No,No,No,Si,No,No,No,No,No,No
2022000177,2022-01-03,Si,Si,No,No,No,Si,No,No,No,No,No,No
2022000178,2022-01-03,No,Si,No,No,No,Si,No,No,No,No,No,No
2022000179,2022-01-03,Si,Si,No,No,No,Si,No,No,No,No,No,No
2022000180,2022-01-03,Si,Si,No,No,No,Si,No,No,No,No,No,No
2022000181,2022-01-03,Si,Si,Si,No,No,No,No,No,No,No,No,No
2022000182,2022-01-03,No,Si,No,No,No,Si,No,No,No,No,No,No
2022000183,2022-01-03,No,Si,Si,No,No,Si,No,No,No,No,No,No
2022000184,2022-01-03,No,Si,No,Si,Si,Si,No,No,No,No,No,No
2022000185,2022-01-03,No,Si,Si,Si,Si,Si,No,No,No,No,No,No
2022000186,2022-01-03,Si,Si,No,No,Si,Si,No,No,No,No,No,No
2022000187,2022-01-03,No,Si,No,Si,Si,Si,No,No,No,No,No,No
2022000188,2022-01-03,Si,Si,No,No,Si,Si,No,No,No,No,No,No
2022000189,2022-01-03,No,Si,No,Si,Si,Si,No,No,No,No,No,No
2022000190,2022-01-03,Si,Si,No,No,No,Si,No,No,No,No,No,No
2022000191,2022-01-03,Si,Si,No,No,No,Si,No,No,No,No,No,No
2022000192,2022-01-03,No,Si,Si,No,Si,Si,No,No,No,No,No,No
2022000193,2022-01-03,No,Si,No,No,No,Si,No,No,No,No,No,No
2022000194,2022-01-03,Si,Si,No,Si,No,Si,No,No,No,No,No,No
2022000195,2022-01-03,Si,Si,Si,Si,No,Si,No,No,No,No,No,No
2022000196,2022-01-03,Si,Si,No,No,No,Si,No,No,No,No,No,No
2022000197,2022-01-03,No,Si,No,No,No,Si,No,No,No,No,No,No
2022000198,2022-01-03,No,No,Si,No,No,Si,No,No,No,No,No,Si
2022000199,2022-01-04,Si,Si,No,Si,Si,Si,No,No,No,No,No,No
2022000200,2022-01-04,Si,Si,No,Si,No,Si,No,No,No,No,No,No
2022000201,2022-01-04,Si,No,No,No,No,Si,No,No,No,No,No,No
2022000202,2022-01-04,Si,Si,No,Si,No,Si,No,No,No,No,No,No
2022000203,2022-01-04,Si,No,No,No,No,Si,No,No,No,No,No,No
2022000204,2022-01-04,Si,Si,No,No,No,Si,No,No,No,No,No,No
2022000205,2022-01-04,Si,Si,No,Si,No,Si,No,No,No,No,No,No
2022000206,2022-01-04,No,Si,No,Si,No,Si,No,No,No,No,No,No
2022000207,2022-01-04,No,No,No,Si,No,Si,No,No,No,No,No,No
2022000208,2022-01-04,Si,Si,No,Si,No,Si,No,No,No,No,No,No
2022000209,2022-01-04,No,Si,No,No,No,Si,No,No,No,No,No,No
2022000210,2022-01-04,No,No,No,No,Si,No,No,No,No,No,No,No
2022000211,2022-01-04,Si,Si,No,No,No,Si,No,No,No,No,No,No
2022000212,2022-01-04,Si,Si,No,Si,No,Si,No,No,No,No,No,No
2022000213,2022-01-04,Si,Si,No,Si,No,Si,No,No,No,No,No,No
2022000214,2022-01-04,Si,Si,No,No,No,Si,No,No,No,No,No,No
2022000215,2022-01-04,No,No,No,Si,No,Si,No,No,No,No,No,No
2022000216,2022-01-04,No,No,No,Si,No,No,No,No,No,No,No,No
2022000217,2022-01-04,No,Si,No,Si,No,Si,No,No,No,No,No,No
2022000218,2022-01-04,No,Si,No,No,No,Si,No,No,No,No,No,No
2022000219,2022-01-04,Si,Si,No,Si,No,Si,No,No,No,No,No,No
2022000220,2022-01-04,Si,Si,No,Si,No,Si,No,No,No,No,No,No
2022000221,2022-01-04,Si,Si,Si,Si,Si,Si,No,No,No,No,No,No
2022000222,2022-01-04,No,Si,No,No,No,No,No,No,No,No,No,No
2022000223,2022-01-04,Si,Si,No,Si,No,Si,No,No,No,No,No,No
2022000224,2022-01-04,No,Si,No,No,No,Si,No,No,No,No,No,No
2022000225,2022-01-04,No,Si,No,Si,Si,Si,No,No,No,No,No,No
2022000226,2022-01-04,Si,Si,Si,No,No,Si,No,No,No,No,No,No
2022000227,2022-01-04,Si,Si,No,No,Si,Si,No,No,No,No,No,No
2022000228,2022-01-04,No,Si,No,No,No,Si,No,No,No,No,No,No
2022000229,2022-01-04,No,Si,No,Si,Si,Si,No,No,No,No,No,No
2022000230,2022-01-04,Si,Si,No,Si,Si,Si,No,No,No,No,No,No
2022000231,2022-01-04,Si,Si,No,No,No,Si,No,No,No,No,No,No
2022000232,2022-01-04,Si,Si,Si,Si,Si,Si,No,No,Si,No,No,No
2022000233,2022-01-04,Si,Si,Si,Si,No,Si,No,No,No,No,No,No
2022000234,2022-01-04,Si,Si,No,No,Si,Si,No,No,No,No,No,No
2022000235,2022-01-04,No,Si,No,Si,No,Si,No,No,No,No,No,No
2022000236,2022-01-04,Si,Si,No,Si,No,Si,No,No,No,No,No,No
2022000237,2022-01-04,No,Si,No,No,Si,Si,No,No,No,No,No,No
2022000238,2022-01-04,Si,Si,No,No,No,No,No,No,No,No,No,No
2022000239,2022-01-04,No,Si,No,Si,Si,Si,No,No,No,No,No,No
2022000240,2022-01-04,No,Si,No,No,Si,Si,No,No,No,No,No,No
2022000241,2022-01-04,Si,Si,No,Si,Si,Si,No,No,No,No,No,No
2022000242,2022-01-04,No,Si,No,No,Si,Si,No,No,No,No,No,No
2022000243,2022-01-04,Si,Si,No,Si,Si,Si,No,No,No,No,No,No
2022000244,2022-01-04,Si,Si,No,Si,Si,Si,No,No,No,No,No,No
2022000245,2022-01-04,Si,Si,No,No,No,Si,No,No,No,No,No,No
2022000246,2022-01-04,No,Si,No,Si,No,Si,No,No,No,No,No,No
2022000247,2022-01-04,No,Si,No,Si,No,Si,No,No,No,No,No,No
2022000248,2022-01-04,No,Si,No,No,No,Si,No,No,No,No,No,Si
2022000249,2022-01-04,Si,Si,No,No,No,Si,No,No,No,No,No,No
2022000250,2022-01-04,No,Si,Si,No,No,No,No,No,No,No,No,Si
2022000251,2022-01-04,No,Si,No,Si,No,Si,No,No,No,No,No,No
2022000252,2022-01-04,Si,Si,Si,No,Si,Si,No,No,No,No,No,No
2022000253,2022-01-04,Si,No,No,No,No,Si,No,No,No,No,No,No
2022000254,2022-01-05,Si,Si,No,No,No,Si,No,No,No,No,No,No
2022000255,2022-01-05,No,Si,No,No,No,Si,No,No,No,No,No,No
2022000256,2022-01-05,Si,Si,No,No,No,Si,No,No,No,No,No,No
2022000257,2022-01-05,No,Si,Si,No,No,Si,No,No,No,No,No,No
2022000258,2022-01-05,Si,Si,No,Si,No,Si,No,No,No,No,No,No
2022000259,2022-01-05,No,No,No,Si,No,No,No,No,No,No,No,No
2022000260,2022-01-05,Si,Si,Si,No,No,Si,No,No,No,No,No,No
2022000261,2022-01-05,Si,Si,No,Si,No,Si,No,No,No,No,No,No
2022000262,2022-01-05,Si,Si,No,Si,No,Si,No,No,No,No,No,No
2022000263,2022-01-05,Si,Si,No,No,Si,Si,No,No,No,No,No,No
2022000264,2022-01-05,Si,Si,No,Si,No,Si,No,No,No,No,No,No
2022000265,2022-01-05,Si,Si,Si,Si,No,Si,No,No,No,No,No,No
2022000266,2022-01-05,No,Si,Si,No,No,Si,No,No,No,No,No,No
2022000267,2022-01-05,Si,Si,No,Si,No,Si,No,No,No,No,No,No
2022000268,2022-01-05,Si,Si,No,Si,No,Si,No,No,No,No,No,No
2022000269,2022-01-05,Si,Si,Si,No,Si,Si,No,No,No,No,No,No
2022000270,2022-01-05,Si,Si,No,Si,No,Si,No,No,No,No,No,No
2022000271,2022-01-05,Si,Si,No,Si,Si,Si,No,No,No,No,No,No
2022000272,2022-01-05,Si,Si,Si,Si,No,Si,No,No,No,No,No,No
2022000273,2022-01-05,No,Si,No,Si,Si,Si,No,No,No,No,No,No
2022000274,2022-01-05,Si,Si,Si,Si,No,Si,No,No,No,No,No,No
2022000275,2022-01-05,Si,Si,No,No,No,Si,No,No,No,No,No,No
2022000276,2022-01-05,Si,Si,No,No,No,Si,No,No,No,No,No,No
2022000277,2022-01-05,Si,Si,No,Si,No,Si,No,No,No,No,No,No
2022000278,2022-01-05,No,Si,No,Si,No,Si,No,No,No,No,No,No
2022000279,2022-01-05,Si,Si,Si,No,Si,Si,No,No,No,No,No,No
2022000280,2022-01-05,Si,Si,No,No,Si,Si,No,No,No,No,No,No
2022000281,2022-01-05,Si,Si,No,No,Si,Si,No,No,No,No,No,No
2022000282,2022-01-05,Si,Si,Si,Si,Si,Si,No,No,Si,No,No,No
2022000283,2022-01-05,Si,Si,No,No,Si,Si,No,No,No,No,No,No
2022000284,2022-01-05,No,Si,No,Si,Si,Si,No,No,No,No,No,No
2022000285,2022-01-05,Si,Si,Si,No,Si,Si,No,No,No,No,No,No
2022000286,2022-01-05,No,Si,No,No,No,Si,No,No,No,No,No,No
2022000287,2022-01-05,Si,Si,Si,No,Si,Si,No,No,No,No,No,No
2022000288,2022-01-05,Si,Si,Si,Si,No,Si,No,No,No,No,No,No
2022000289,2022-01-05,No,No,No,No,No,Si,No,No,No,No,No,No
2022000290,2022-01-05,No,No,No,No,No,Si,No,No,No,No,No,No
2022000291,2022-01-05,No,Si,No,No,Si,Si,No,No,No,No,No,No
2022000292,2022-01-05,Si,Si,No,No,No,Si,No,No,No,No,No,No
2022000293,2022-01-05,Si,Si,Si,Si,No,Si,No,No,No,No,No,No
2022000294,2022-01-05,Si,Si,No,No,Si,Si,No,No,No,No,No,No
2022000295,2022-01-05,Si,Si,Si,Si,Si,Si,No,No,No,No,No,No
2022000296,2022-01-05,Si,Si,No,No,No,Si,No,No,No,No,No,No
2022000297,2022-01-05,No,Si,No,No,No,Si,No,No,No,No,No,No
2022000298,2022-01-05,Si,Si,No,No,No,Si,No,No,No,No,No,No
2022000299,2022-01-05,Si,Si,No,Si,No,Si,No,No,No,No,No,No
2022000300,2022-01-05,No,Si,No,No,Si,Si,No,No,No,No,No,No
2022000301,2022-01-05,Si,Si,Si,Si,No,Si,No,No,No,No,No,No
2022000302,2022-01-05,Si,Si,No,No,No,Si,No,No,No,No,No,No
2022000303,2022-01-05,No,Si,No,No,Si,Si,No,No,No,No,No,No
2022000304,2022-01-05,No,Si,No,No,Si,Si,No,No,No,No,No,No
2022000305,2022-01-05,Si,Si,No,No,No,Si,No,No,No,No,No,No
2022000306,2022-01-05,No,Si,No,Si,No,Si,No,No,No,No,No,No
2022000307,2022-01-05,Si,Si,No,No,Si,Si,No,No,No,No,No,No
2022000308,2022-01-05,Si,Si,No,No,No,No,No,No,No,No,No,Si
2022000309,2022-01-05,Si,Si,No,No,No,Si,No,No,No,No,No,No
2022000310,2022-01-05,Si,Si,No,No,No,Si,No,No,No,No,No,No
2022000311,2022-01-05,No,Si,No,No,No,Si,No,No,No,No,No,No
2022000312,2022-01-06,Si,Si,No,No,No,Si,No,No,No,No,No,No
2022000313,2022-01-06,Si,Si,Si,Si,Si,Si,No,No,No,No,No,No
2022000314,2022-01-06,No,Si,Si,Si,Si,Si,No,No,No,No,No,No
2022000315,2022-01-06,Si,Si,No,No,No,Si,No,No,No,No,No,No
2022000316,2022-01-06,No,Si,No,Si,No,Si,No,No,No,No,No,No
2022000317,2022-01-06,Si,Si,No,No,No,Si,No,No,No,No,No,No
2022000318,2022-01-06,No,Si,No,No,No,No,No,No,No,No,No,No
2022000319,2022-01-06,No,Si,No,No,No,No,No,No,No,No,No,No
2022000320,2022-01-06,No,Si,No,No,No,No,No,No,No,No,No,No
2022000321,2022-01-06,Si,Si,No,Si,No,Si,No,No,No,No,No,No
2022000322,2022-01-06,Si,Si,No,Si,No,Si,No,No,No,No,No,No
2022000323,2022-01-06,Si,Si,No,Si,No,Si,No,No,No,No,No,No
2022000324,2022-01-06,No,Si,No,No,No,Si,No,No,No,No,No,No
2022000325,2022-01-06,Si,Si,Si,Si,No,Si,No,No,No,No,No,No
2022000326,2022-01-06,No,Si,No,Si,No,Si,No,No,No,No,No,No
2022000327,2022-01-06,Si,Si,Si,Si,Si,Si,No,No,No,No,No,No
2022000328,2022-01-06,Si,Si,No,Si,No,Si,No,No,No,No,No,No
2022000329,2022-01-06,Si,Si,No,Si,No,Si,No,No,No,No,No,No
2022000330,2022-01-06,Si,Si,No,Si,No,Si,No,No,No,No,No,No
2022000331,2022-01-06,Si,Si,No,No,No,Si,No,No,No,No,No,No
2022000332,2022-01-06,Si,Si,No,Si,No,Si,No,No,No,No,No,No
2022000333,2022-01-06,Si,Si,No,No,No,Si,No,No,No,No,No,No
2022000334,2022-01-06,Si,Si,No,No,No,Si,No,No,No,No,No,No
2022000335,2022-01-06,Si,Si,Si,Si,Si,Si,No,No,No,No,No,No
2022000336,2022-01-06,Si,Si,Si,Si,Si,Si,No,No,No,No,No,No
2022000337,2022-01-06,No,Si,No,Si,Si,Si,No,No,No,No,No,No
2022000338,2022-01-06,Si,Si,Si,Si,Si,Si,Si,No,Si,No,No,No
2022000339,2022-01-06,Si,Si,No,Si,No,Si,No,No,No,No,No,No
2022000340,2022-01-06,Si,Si,No,Si,No,Si,No,No,No,No,No,No
2022000341,2022-01-06,Si,Si,No,No,No,Si,No,No,No,No,No,No
2022000342,2022-01-06,No,Si,No,Si,No,Si,No,No,No,No,No,No
2022000343,2022-01-06,No,Si,No,No,Si,Si,No,No,No,No,No,No
2022000344,2022-01-06,No,Si,No,Si,Si,Si,No,No,No,No,No,No
2022000345,2022-01-06,Si,Si,No,No,Si,Si,No,No,No,No,No,No
2022000346,2022-01-06,No,Si,No,No,Si,No,No,No,No,No,No,No
2022000347,2022-01-06,Si,Si,Si,Si,Si,Si,No,No,No,No,No,No
2022000348,2022-01-06,No,Si,No,No,No,Si,Si,No,No,No,No,No
2022000349,2022-01-06,No,Si,No,Si,Si,Si,No,No,No,No,No,No
